1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 7600000062466721
Is Mission Active?  true
Mission Start:  Thu Jun 29 10:00:00 PDT 2023
Sample Rate:  Every 60 minute(s)
Number of Mission Samples:  313
Total Samples:  313
Roll Over Enabled?  true
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
7/9/23 12:00:00 PM,C,22.5
7/9/23 1:00:00 PM,C,24
7/9/23 2:00:00 PM,C,26.5
7/9/23 3:00:00 PM,C,28.5
7/9/23 4:00:00 PM,C,28.5
7/9/23 5:00:00 PM,C,28.5
7/9/23 6:00:00 PM,C,25
7/9/23 7:00:00 PM,C,24.5
7/9/23 8:00:00 PM,C,21.5
7/9/23 9:00:00 PM,C,18.5
7/9/23 10:00:00 PM,C,17
7/9/23 11:00:00 PM,C,16
7/10/23 12:00:00 AM,C,15
7/10/23 1:00:00 AM,C,14.5
7/10/23 2:00:00 AM,C,13
7/10/23 3:00:00 AM,C,13
7/10/23 4:00:00 AM,C,13
7/10/23 5:00:00 AM,C,13.5
7/10/23 6:00:00 AM,C,14
7/10/23 7:00:00 AM,C,14
7/10/23 8:00:00 AM,C,14
7/10/23 9:00:00 AM,C,14.5
7/10/23 10:00:00 AM,C,16
7/10/23 11:00:00 AM,C,17.5
7/10/23 12:00:00 PM,C,19
7/10/23 1:00:00 PM,C,18.5
7/10/23 2:00:00 PM,C,19.5
7/10/23 3:00:00 PM,C,20.5
7/10/23 4:00:00 PM,C,22
7/10/23 5:00:00 PM,C,21
7/10/23 6:00:00 PM,C,21
7/10/23 7:00:00 PM,C,21.5
7/10/23 8:00:00 PM,C,20.5
7/10/23 9:00:00 PM,C,18.5
7/10/23 10:00:00 PM,C,17.5
7/10/23 11:00:00 PM,C,16
7/11/23 12:00:00 AM,C,15.5
7/11/23 1:00:00 AM,C,15
7/11/23 2:00:00 AM,C,14
7/11/23 3:00:00 AM,C,13.5
7/11/23 4:00:00 AM,C,13
7/11/23 5:00:00 AM,C,13
7/11/23 6:00:00 AM,C,13
7/11/23 7:00:00 AM,C,13.5
7/11/23 8:00:00 AM,C,15
7/11/23 9:00:00 AM,C,17
7/11/23 10:00:00 AM,C,19
7/11/23 11:00:00 AM,C,19.5
7/11/23 12:00:00 PM,C,20
7/11/23 1:00:00 PM,C,23
7/11/23 2:00:00 PM,C,24
7/11/23 3:00:00 PM,C,26
7/11/23 4:00:00 PM,C,27.5
7/11/23 5:00:00 PM,C,27
7/11/23 6:00:00 PM,C,27.5
7/11/23 7:00:00 PM,C,27
7/11/23 8:00:00 PM,C,24
7/11/23 9:00:00 PM,C,21
7/11/23 10:00:00 PM,C,19
7/11/23 11:00:00 PM,C,18
7/12/23 12:00:00 AM,C,17.5
7/12/23 1:00:00 AM,C,16.5
7/12/23 2:00:00 AM,C,16
7/12/23 3:00:00 AM,C,14.5
7/12/23 4:00:00 AM,C,14
7/12/23 5:00:00 AM,C,13.5
7/12/23 6:00:00 AM,C,13.5
7/12/23 7:00:00 AM,C,13.5
7/12/23 8:00:00 AM,C,14.5
7/12/23 9:00:00 AM,C,15
7/12/23 10:00:00 AM,C,15.5
